,names,link,research_field,subfaculty,faculty,link_CU,research_interest
64,Helen Maddock,https://scholar.google.co.uk/citations?hl=en&user=4zH33ngAAAAJ,"Cardiovascular Pharmacology, Toxicology, Assay development, Biomolecular Therapeutics","Faculty Research Centre for Sport, Exercise and Life Sciences",Faculty of Health & Life Sciences,https://pureportal.coventry.ac.uk/en/persons/helen-maddock,Research Interests: Cardiac contractile dysfunction ; Mitochondrial activity and energetic ; Drug-induced cardiotoxicity/Safety Pharmacology ; Myocardial stress adaptation and oxidative stress ; Human factor assessment using physiological techniques ; Identifying cardioprotective therapies for treating myocardial ischaemia/reperfusion injury ; Heart Failure
65,David Parfitt,https://scholar.google.co.uk/citations?hl=en&user=DuFlMLAAAAAJ,,,,https://pureportal.coventry.ac.uk/en/persons/david-parfitt,Research Interests: Atomic scale simulation; fuel cell and battery materials; irradiation damage and thermal ageing of steels; additive manufacturing of aerospace components; phase equilibria and thermodynamics
66,Laura C. Roden,https://scholar.google.co.uk/citations?hl=en&user=ayowh7QAAAAJ,"Chronobiology, photoperiodism, sleep, plant sciences",,,,
67,Julian K. Ayeh,https://scholar.google.co.uk/citations?hl=en&user=8ZGidbwAAAAJ,"e-Tourism, Hospitality Management, eWOM, Digital Analytics, Partial Least Squares",,,,
68,James Adie,https://scholar.google.co.uk/citations?hl=en&user=fpOz7p8AAAAJ,motivation in sport,,,,
69,Prof. Deborah Lycett RD PhD,https://scholar.google.co.uk/citations?hl=en&user=v1xmfb8AAAAJ,"Nutrition and Dietetics, Whole-person Healthcare, Religion and health, Spirituality and Health",,,,
70,Matt Qvortrup,https://scholar.google.co.uk/citations?hl=en&user=ZslAN8gAAAAJ,"Referendums, Democracy, Democratic Theory, Comparative Politics, European Politics",,,https://pureportal.coventry.ac.uk/en/persons/matt-qvortrup,Research Interests: Referendums; Europe; European Politics; Constitutions; Democracy; Comparative Politics
71,Mark Tilzey,https://scholar.google.co.uk/citations?hl=en&user=gY5oERcAAAAJ,"Political Ecology, Political Economy, Food Sovereignty, Agroecology",,,https://pureportal.coventry.ac.uk/en/persons/mark-tilzey,"Biography: Dr Mark Tilzey is Senior Research Fellow in the Governance of Food Systems for Resilience. His research interests lie in political ecology, food regimes, agrarian change and agroecology, agri-environmental politics and governance, and the international political economy of agri-food systems. Mark is also a qualified ecologist with a particular interest in landscape and historical ecology. He has taken a lead role in a significant number of research projects, including a Leverhulme Trust project addressing Agricultural Multifunctionality in the WTO (a multi-country study exploring the relationship between neoliberalism and agricultural sustainability), DEFRA/CEH/FERA/NERC AgriLand, Natural England (EU Agri-Environmental Policy), Carnegie Trust UK (Asset-based Rural Development), UK Food Group (Mapping UK Government Thinking on Globalisation). Mark has published journal articles, book chapters, and monographs addressing sustainable agriculture, political economy and the governance of food systems, political ecology, and agri-environmental policy. His research currently focuses on the political ecology of neoliberalism in the agri-food and environment sectors, changes in agri-food and environmental governance, and on the study of interest groups and social movements proposing/opposing these trends, and on nature-society relations more broadly. These concerns focus around ‘post-development’ theory in which there is a foregrounding of ecological sustainability and social equity issues, with particular reference to agroecology and food sovereignty. Mark has undertaken research in Europe, Australia, North America, Latin America, and the Asia-Pacific region. He has most recently been working on constructions of neoliberal hegemony in Australian agri-environmental governance.
"
72,Benny Tjahjono,https://scholar.google.co.uk/citations?hl=en&user=iXz2meIAAAAJ,"Supply Chain Management, Manufacturing Systems",Faculty Research Centre for Business in Society,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/benny-tjahjono,"PhD Project: High-calibre PhD candidates are invited to join the dynamic research team at the Sustainable Production and Consumption cluster, to work on the following research topics:
Project 1: Reverse logistics for the recovery of aluminium in the construction industry. This project investigates the reverse logistics process of aluminium that allows the construction industry to become fashionable and, at the same time, resource-efficient. The work will develop an understanding of the new industrial processes and business models enabling the recovery of increasingly complex aluminium-based building products, e.g. façades, windows and building frames, into other products, components or materials whose values have been retained throughout their life-cycle.
Project 2: Towards the new circular bio-plastics economy. This project aims to answer a seemingly simple yet important research question: what are the impacts of bio-plastics to the environment, businesses and society? The answers will transform the way in which plastics are consumed in daily life, provide a strong underpinning to the future development of sustainable bio-plastics, and ultimately address both the upstream (sourcing) and downstream (consumption/end-of-life) supply chain concerns.
Project 3: ""Cash your trash”: a Reverse Logistics Network Design for Circular Supply Chain. This research concerns the design of a reverse logistics network of supply chains based on Circular Economy. The work involves the development of mathematical models combined with an investigation into practice to test the potential solutions in terms of economics and environmental impacts.
Project 4: Towards Healthcare 4.0: Cyber-Physical Systems in Healthcare. This research investigates the roles of Industry 4.0 technologies and identifies their impacts on the next generation healthcare operations and supply chain. It is expected that the adoption of these technologies will improve not only the quality of health operations but also patients safety."
73,Derek Renshaw,https://scholar.google.co.uk/citations?hl=en&user=VVcKUKoAAAAJ,"Endocrinology, Inflammation, nutrition",,,,
74,Rosalind Searle,https://scholar.google.co.uk/citations?hl=en&user=hgeCV4AAAAAJ,"Trust in organisations, Trust and HRM, Trust repair and restoration, stakeholder trust, Identity and trust",,,,
75,marco van de wiel,https://scholar.google.co.uk/citations?hl=en&user=ySr_6j4AAAAJ,"geomorphology, modelling",,,,
76,Dr. Nader Sohrabi safa,https://scholar.google.co.uk/citations?hl=en&user=kRkRkkcAAAAJ,"School of Computing, Electronics and Mathematics",,,,
77,Jeremy Bryans,https://scholar.google.co.uk/citations?hl=en&user=F_3g1N4AAAAJ,"Formal Methods, Dynamic Coalitions, Automotive Security",,,https://pureportal.coventry.ac.uk/en/persons/jeremy-bryans,Research Interests: Automotive Cybersecurity; Systems of Systems; Cyber-Physical Systems; Formal Verification
78,Matthew Blackett,https://scholar.google.co.uk/citations?hl=en&user=_a-nkHIAAAAJ,"Remote sensing, Natural hazards","Centre for Agroecology, Water and Resilience","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/matthew-blackett,Research Interests: Natural hazards; Natural disasters; Environmental change management; Remote sensing; Volcanoes; Earthquakes
79,Adi Weidenfeld,https://scholar.google.co.uk/citations?hl=en&user=ibfll_kAAAAJ,"Tourism, cross border innovation, visitor attractions, regional diversification",,,,
80,Chongming Wang,https://scholar.google.co.uk/citations?hl=en&user=EQM6KvgAAAAJ,"Battery safety, Biofuel, Spray, Many-objectives optimization",,,https://pureportal.coventry.ac.uk/en/persons/chongming-wang,None: None
81,James Brusey,https://scholar.google.co.uk/citations?hl=en&user=xBZJCjkAAAAJ,"Reinforcement Learning, Pervasive Computing, Internet of Things, Smart Buildings",Faculty Research Centre for Data Science,"Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/james-brusey,"Vision Statement: We are seeing a revolution in the way we think about computing. No longer are computers necessarily unwieldy devices tied to their desk, tethered by power cords and network cabling. Nor are we anymore wedded to the mouse and keyboard for their user interface. The rise in ability and popularity of small mobile, wirelessly connected devices has changed for ever what we thought was possible.
Despite these advances, distributed sensing is only feasible for a limited set of applications and inferring knowledge from these sensors is a problem that we do not yet hold the complete solution to.
I want my research to form part of the solution – to enable inexpensive, reliable, long-lived wireless sensing that provide not just data, but meaningful and reliable high-level information”."
82,S Wang,https://scholar.google.co.uk/citations?hl=en&user=TNyb-JcAAAAJ,,,,,
83,Rui Biscaia,https://scholar.google.co.uk/citations?hl=en&user=X0KvGCMAAAAJ,"Sport Management, Sport marketing, Sport consumer behavior, Sponsorship",School of Marketing and Management,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/rui-biscaia,"Research Interests: Sport marketing	; Service quality	; Sponsorship 

; Sport Brand management; Sport consumer behaviour"
